task_id,mrsg_phase,worker_id,time,action,shuffle_end
1_4_0,MRSG_REDUCE,4,130.984,END,79.045
1_3_0,MRSG_REDUCE,3,131.017,END,79.085
1_6_0,MRSG_REDUCE,6,131.252,END,79.319
1_52_0,MRSG_REDUCE,20,131.286,END,79.353
1_10_0,MRSG_REDUCE,10,131.320,END,79.387
1_49_0,MRSG_REDUCE,17,131.374,END,79.441
1_47_0,MRSG_REDUCE,15,131.439,END,79.494
1_51_0,MRSG_REDUCE,19,131.467,END,79.535
1_13_0,MRSG_REDUCE,13,131.706,END,79.773
1_1_0,MRSG_REDUCE,1,131.726,END,79.793
1_46_0,MRSG_REDUCE,14,131.751,END,79.818
1_0_0,MRSG_REDUCE,0,131.782,END,79.849
1_45_0,MRSG_REDUCE,13,131.903,END,79.971
1_44_0,MRSG_REDUCE,12,132.656,END,80.723
1_16_0,MRSG_REDUCE,16,132.849,END,80.916
1_15_0,MRSG_REDUCE,15,132.972,END,81.039
1_5_0,MRSG_REDUCE,5,133.015,END,81.083
1_27_0,MRSG_REDUCE,27,133.063,END,81.130
1_50_0,MRSG_REDUCE,18,133.095,END,81.156
1_28_0,MRSG_REDUCE,28,133.138,END,81.193
1_14_0,MRSG_REDUCE,14,133.207,END,81.274
1_11_0,MRSG_REDUCE,11,133.241,END,81.308
1_42_0,MRSG_REDUCE,10,133.289,END,81.356
1_48_0,MRSG_REDUCE,16,133.334,END,81.400
1_54_0,MRSG_REDUCE,22,133.382,END,81.434
1_43_0,MRSG_REDUCE,11,133.452,END,81.519
1_62_0,MRSG_REDUCE,30,133.492,END,81.559
1_63_0,MRSG_REDUCE,31,133.517,END,81.585
1_56_0,MRSG_REDUCE,24,133.534,END,81.590
1_29_0,MRSG_REDUCE,29,133.675,END,81.727
1_41_0,MRSG_REDUCE,9,133.717,END,81.784
1_31_0,MRSG_REDUCE,31,133.749,END,81.796
1_59_0,MRSG_REDUCE,27,133.767,END,81.834
1_30_0,MRSG_REDUCE,30,133.825,END,81.893
1_60_0,MRSG_REDUCE,28,133.870,END,81.933
1_39_0,MRSG_REDUCE,7,133.886,END,81.948
1_40_0,MRSG_REDUCE,8,133.910,END,81.977
1_61_0,MRSG_REDUCE,29,133.942,END,82.005
1_37_0,MRSG_REDUCE,5,133.958,END,82.010
1_53_0,MRSG_REDUCE,21,133.975,END,82.037
1_34_0,MRSG_REDUCE,2,134.028,END,82.096
1_38_0,MRSG_REDUCE,6,134.047,END,82.114
1_35_0,MRSG_REDUCE,3,134.092,END,82.160
1_9_0,MRSG_REDUCE,9,134.109,END,82.163
1_36_0,MRSG_REDUCE,4,134.125,END,82.164
1_8_0,MRSG_REDUCE,8,134.158,END,82.193
1_23_0,MRSG_REDUCE,23,134.174,END,82.200
1_17_0,MRSG_REDUCE,17,134.190,END,82.239
1_25_0,MRSG_REDUCE,25,134.364,END,82.431
1_33_0,MRSG_REDUCE,1,134.456,END,82.523
1_7_0,MRSG_REDUCE,7,134.473,END,82.541
1_58_0,MRSG_REDUCE,26,134.503,END,82.570
1_32_0,MRSG_REDUCE,0,134.536,END,82.579
1_19_0,MRSG_REDUCE,19,134.552,END,82.607
1_57_0,MRSG_REDUCE,25,134.609,END,82.677
1_20_0,MRSG_REDUCE,20,134.698,END,82.765
1_18_0,MRSG_REDUCE,18,134.714,END,82.773
1_26_0,MRSG_REDUCE,26,134.903,END,82.971
1_21_0,MRSG_REDUCE,21,134.936,END,83.003
1_55_0,MRSG_REDUCE,23,134.968,END,83.036
1_24_0,MRSG_REDUCE,24,135.007,END,83.074
1_22_0,MRSG_REDUCE,22,135.040,END,83.107
